token	freq	corrected	tier	sonnet_verdict	gemma_verdict
notwithstand	21	notwithstanding	SONNET_FIX	FIX	GARBAGE
nses	21	senses	SONNET_FIX	FIX	FIX
onetenth	21		KEEP	KEEP	KEEP
parls	21	parks	SONNET_FIX	FIX	FIX
ployés	21		GARBAGE_FLAG	GARBAGE	GARBAGE
preimprisonment	21		KEEP	KEEP	GARBAGE
seeees	21		GARBAGE_FLAG	GARBAGE	FIX
szorton	21	Szorton	SONNET_NAME	NAME	NAME
teeta	21		GARBAGE_FLAG	GARBAGE	FIX
tering	21	entering	SONNET_FIX	FIX	FIX
terrns	21	terms	SONNET_FIX	FIX	GARBAGE
tracted	21	contracted	SONNET_FIX	FIX	FIX
urgenev	21	Turgenev	SONNET_NAME	NAME	FIX
vated	21	voted	AUTO_SAFE	FIX	FIX
vouth	21	youth	AUTO_SAFE	FIX	FIX
woder	21	wider	SONNET_FIX	FIX	GARBAGE
xiil	21	bill	AUTO_SAFE	FIX	FIX
yood	21	good	AUTO_SAFE	FIX	FIX
appomtmen	20	appointment	SONNET_FIX	FIX	GARBAGE
atplao	20		GARBAGE_FLAG	GARBAGE	FIX
atrect	20	direct	SONNET_FIX	FIX	FIX
benzilate	20	benzoate	AUTO_SAFE	FIX	FIX
beope	20	before	SONNET_FIX	FIX	FIX
bocly	20	body	SONNET_FIX	FIX	FIX
carners	20	carriers	SONNET_FIX	FIX	FIX
clusion	20	conclusion	SONNET_FIX	FIX	FIX
clvi	20		KEEP	KEEP	FIX
cmra	20		GARBAGE_FLAG	GARBAGE	FIX
comsetuction	20	construction	SONNET_FIX	FIX	GARBAGE
coowned	20	co-owned	SONNET_FIX	FIX	FIX
copermittee	20		KEEP	KEEP	GARBAGE
corrugata	20	corrugated	SONNET_FIX	FIX	FIX
creden	20	credence	SONNET_FIX	FIX	FIX
cxxix	20		KEEP	KEEP	GARBAGE
eeneeeeeeeees	20		GARBAGE_FLAG	GARBAGE	GARBAGE
eenees	20		GARBAGE_FLAG	GARBAGE	GARBAGE
eense	20	license	SONNET_FIX	FIX	FIX
ency	20	agency	SONNET_FIX	FIX	GARBAGE
eneneeeeereees	20		GARBAGE_FLAG	GARBAGE	GARBAGE
erage	20	average	SONNET_FIX	FIX	FIX
erative	20	operative	SONNET_FIX	FIX	FIX
ereeee	20		GARBAGE_FLAG	GARBAGE	GARBAGE
erented	20	erected	AUTO_SAFE	FIX	FIX
eserves	20	reserves	AUTO_SAFE	FIX	FIX
exeeptions	20	exceptions	AUTO_SAFE	FIX	FIX
fature	20	nature	AUTO_SAFE	FIX	FIX
fecble-minded	20	feeble-minded	SONNET_FIX	FIX	FIX
fortv	20	forty	AUTO_SAFE	FIX	FIX
forty-fourtil	20		GARBAGE_FLAG	GARBAGE	GARBAGE
fpuled	20		GARBAGE_FLAG	GARBAGE	GARBAGE
habihty	20	liability	SONNET_FIX	FIX	FIX
hesis	20	thesis	AUTO_SAFE	FIX	FIX
hydrochlorofluorocarbon	20		KEEP	KEEP	NAME
ishment	20	punishment	SONNET_FIX	FIX	GARBAGE
joeal	20	Joel	SONNET_NAME	NAME	NAME
joval	20	jovial	SONNET_FIX	FIX	FIX
kennick	20	Kennick	SONNET_NAME	NAME	NAME
kumeyaay	20	Kumeyaay	SONNET_NAME	NAME	NAME
lazzaretto	20	lazaretto	AUTO_SAFE	FIX	FIX
licensec	20	licensed	SONNET_FIX	FIX	FIX
mocting	20	meeting	SONNET_FIX	FIX	FIX
mpose	20	impose	AUTO_SAFE	FIX	FIX
n-acetylanthranilic	20		KEEP	KEEP	NAME
nelac	20		GARBAGE_FLAG	GARBAGE	KEEP
neneneeee	20		GARBAGE_FLAG	GARBAGE	GARBAGE
nioney	20	money	AUTO_SAFE	FIX	FIX
noncharter	20		KEEP	KEEP	FIX
nondegree	20		KEEP	KEEP	GARBAGE
nonpotentially	20		GARBAGE_FLAG	GARBAGE	GARBAGE
nonretail	20		KEEP	KEEP	GARBAGE
nonsalary	20		KEEP	KEEP	GARBAGE
obtaming	20	obtaining	AUTO_SAFE	FIX	FIX
oneeighth	20	one-eighth	SONNET_FIX	FIX	KEEP
ovory	20	ivory	AUTO_SAFE	FIX	FIX
paicl	20	paid	SONNET_FIX	FIX	FIX
penasquitos	20	Penasquitos	SONNET_NAME	NAME	NAME
porter-sesnon	20	Porter-Sesnon	SONNET_NAME	NAME	NAME
procharter	20	pro-charter	SONNET_FIX	FIX	FIX
puddingstone	20		KEEP	KEEP	NAME
saultry	20	sultry	AUTO_SAFE	FIX	FIX
sbdcs	20		GARBAGE_FLAG	GARBAGE	GARBAGE
scce	20		GARBAGE_FLAG	GARBAGE	GARBAGE
seorton	20	Norton	SONNET_NAME	NAME	NAME
srorton	20	Norton	SONNET_NAME	NAME	NAME
sults	20	results	SONNET_FIX	FIX	FIX
talawa	20	Talawa	SONNET_NAME	NAME	NAME
taxen	20	taken	SONNET_FIX	FIX	FIX
thereun	20	thereon	SONNET_FIX	FIX	FIX
twenty-fivo	20	twenty-five	AUTO_SAFE	FIX	FIX
unty	20	county	SONNET_FIX	FIX	FIX
valleyeast	20		GARBAGE_FLAG	GARBAGE	GARBAGE
veyed	20	conveyed	SONNET_FIX	FIX	FIX
viously	20	previously	SONNET_FIX	FIX	GARBAGE
weisenthal	20	Wiesenthal	SONNET_NAME	NAME	NAME
administrathot	19	administration	AUTO_SAFE	FIX	FIX
appheatior	19	application	SONNET_FIX	FIX	GARBAGE
becorne	19	become	AUTO_SAFE	FIX	FIX
bilhon	19	billion	SONNET_FIX	FIX	FIX
biscailuz	19	Biscailuz	SONNET_NAME	NAME	NAME
britschgi	19	Britschgi	SONNET_NAME	NAME	NAME
calstart	19	CalStart	SONNET_NAME	NAME	NAME
caponette	19		GARBAGE_FLAG	GARBAGE	NAME
cceeeeeeeee	19		GARBAGE_FLAG	GARBAGE	GARBAGE
ccxi	19		KEEP	KEEP	GARBAGE
cighty-cight	19	eighty-eight	SONNET_FIX	FIX	GARBAGE
cighty-four	19	eighty-four	AUTO_SAFE	FIX	FIX
clared	19	declared	SONNET_FIX	FIX	FIX
cntilled	19	entitled	SONNET_FIX	FIX	FIX
conercte	19	concrete	AUTO_SAFE	FIX	FIX
crar	19	car	AUTO_SAFE	FIX	FIX
cxcvi	19		KEEP	KEEP	GARBAGE
cxxvi	19		KEEP	KEEP	GARBAGE
cxxxix	19		KEEP	KEEP	GARBAGE
desoxyephedrine	19		KEEP	KEEP	NAME
didates	19	candidates	AUTO_SAFE	FIX	FIX
eame	19	same	AUTO_SAFE	FIX	FIX
earricr	19	carrier	SONNET_FIX	FIX	FIX
eeeeeeeeeeees	19		GARBAGE_FLAG	GARBAGE	GARBAGE
ennum	19	ennui	SONNET_FIX	FIX	GARBAGE
exudations	19		KEEP	KEEP	FIX
fiye	19	five	AUTO_SAFE	FIX	FIX
ghpp	19		GARBAGE_FLAG	GARBAGE	GARBAGE
honality	19	nationality	SONNET_FIX	FIX	GARBAGE
htigation	19	litigation	AUTO_SAFE	FIX	FIX
imtiative	19	initiative	AUTO_SAFE	FIX	FIX
issuecl	19	issued	AUTO_SAFE	FIX	FIX
koverman	19	Koverman	SONNET_NAME	NAME	FIX
lecting	19	electing	AUTO_SAFE	FIX	FIX
maximuin	19	maximum	AUTO_SAFE	FIX	FIX
misassignments	19		KEEP	KEEP	KEEP
monumented	19		KEEP	FIX	FIX
nbers	19	numbers	AUTO_SAFE	FIX	FIX
neering	19	engineering	SONNET_FIX	FIX	FIX
noncharging	19		KEEP	KEEP	KEEP
nonlicensees	19		KEEP	KEEP	KEEP
nonrancid	19		KEEP	KEEP	FIX
nually	19	annually	AUTO_SAFE	FIX	FIX
oftive	19	office	AUTO_SAFE	FIX	FIX
onefortieth	19	one-fortieth	SONNET_FIX	FIX	KEEP
onment	19		KEEP	FIX	FIX
piumas	19	Plumas	SONNET_NAME	NAME	FIX
pliance	19	compliance	SONNET_FIX	FIX	GARBAGE
ployer	19	player	AUTO_SAFE	FIX	FIX
quiniela	19		KEEP	KEEP	NAME
racts	19	acts	AUTO_SAFE	FIX	FIX
reaqa	19		GARBAGE_FLAG	GARBAGE	FIX
recreationa	19	recreational	AUTO_SAFE	FIX	FIX
reinjection	19		KEEP	KEEP	FIX
senl	19	seal	SONNET_FIX	FIX	FIX
short-dovle	19	Short-Doyle	SONNET_NAME	NAME	GARBAGE
stanislans	19	Stanislaus	SONNET_NAME	NAME	GARBAGE
statos	19	states	AUTO_SAFE	FIX	FIX
sules	19	rules	AUTO_SAFE	FIX	FIX
surn	19	turn	AUTO_SAFE	FIX	FIX
therco	19	thereof	AUTO_SAFE	FIX	FIX
thermalito	19	Thermalito	SONNET_NAME	NAME	NAME
tifieate	19	certificate	SONNET_FIX	FIX	FIX
tinnin	19	Tinnin	SONNET_NAME	NAME	FIX
tutional	19	constitutional	AUTO_SAFE	FIX	FIX
ultrapasteurized	19		KEEP	KEEP	KEEP
umne	19	Umne	SONNET_NAME	NAME	FIX
vearly	19	yearly	SONNET_FIX	FIX	FIX
wuenrgas	19		GARBAGE_FLAG	GARBAGE	GARBAGE
xita	19	Rita	SONNET_NAME	NAME	NAME
acerne	18	accrue	SONNET_FIX	FIX	FIX
alarch	18	larch	SONNET_FIX	FIX	NAME
amonaem	18		GARBAGE_FLAG	GARBAGE	GARBAGE
appropriatec	18	appropriated	SONNET_FIX	FIX	FIX
benent	18	benefit	SONNET_FIX	FIX	NAME
benents	18	benefits	AUTO_SAFE	FIX	FIX
berkemeyer	18	Berkemeyer	SONNET_NAME	NAME	NAME
bioanalysts	18		KEEP	KEEP	FIX
boncls	18	bonds	SONNET_FIX	FIX	FIX
buve	18		GARBAGE_FLAG	GARBAGE	GARBAGE
cclx	18		KEEP	KEEP	KEEP
ccxix	18		KEEP	KEEP	KEEP
ceceeee	18		GARBAGE_FLAG	GARBAGE	GARBAGE
cessive	18	excessive	SONNET_FIX	FIX	FIX
chnic	18	ethnic	SONNET_FIX	FIX	GARBAGE
clxvi	18		KEEP	KEEP	KEEP
clxxx	18		KEEP	KEEP	KEEP
comphanee	18	compliance	SONNET_FIX	FIX	GARBAGE
contams	18	contains	SONNET_FIX	FIX	FIX
contmued	18	continued	AUTO_SAFE	FIX	FIX
cooper-molera	18	Cooper-Molera	SONNET_NAME	NAME	NAME
crannell	18	Crannell	SONNET_NAME	NAME	NAME
cxcii	18		KEEP	KEEP	KEEP
cxii	18		KEEP	KEEP	FIX
cxlix	18		KEEP	KEEP	NAME
cxxxiv	18		KEEP	KEEP	KEEP
deanza	18	De Anza	SONNET_NAME	NAME	NAME
defosset	18	Deforest	SONNET_NAME	NAME	FIX
dstnets	18	districts	SONNET_FIX	FIX	GARBAGE
duiy	18	duly	SONNET_FIX	FIX	FIX
dumng	18	during	SONNET_FIX	FIX	GARBAGE
ecia	18		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeeeeeeeeeeeeeee	18		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeene	18		GARBAGE_FLAG	GARBAGE	GARBAGE
ehmuinating	18	eliminating	SONNET_FIX	FIX	GARBAGE
eont	18	font	SONNET_FIX	FIX	KEEP
erento	18	Trento	SONNET_NAME	NAME	GARBAGE
facic	18	facia	SONNET_FIX	FIX	GARBAGE
fered	18	offered	SONNET_FIX	FIX	GARBAGE
fessional	18	professional	SONNET_FIX	FIX	GARBAGE
forty-fipth	18	forty-fifth	SONNET_FIX	FIX	GARBAGE
fredonyer	18	Fredonyer	SONNET_NAME	NAME	GARBAGE
hederacea	18		KEEP	KEEP	GARBAGE
highty-first	18	eighty-first	SONNET_FIX	FIX	FIX
hling	18	filing	SONNET_FIX	FIX	FIX
housmg	18	housing	AUTO_SAFE	FIX	FIX
ihere	18	there	AUTO_SAFE	FIX	FIX
iments	18	amendments	SONNET_FIX	FIX	GARBAGE
iwenty-second	18	twenty-second	SONNET_FIX	FIX	GARBAGE
jacumba	18	Jacumba	SONNET_NAME	NAME	NAME
leasc	18	lease	AUTO_SAFE	FIX	FIX
mder	18	under	SONNET_FIX	FIX	GARBAGE
nonconsumer	18		KEEP	KEEP	KEEP
nondegenerative	18		KEEP	KEEP	KEEP
nontraffic	18		KEEP	KEEP	KEEP
ocjp	18		GARBAGE_FLAG	GARBAGE	GARBAGE
oilice	18	office	SONNET_FIX	FIX	GARBAGE
onstruction	18	construction	AUTO_SAFE	FIX	FIX
oshpd	18		GARBAGE_FLAG	GARBAGE	NAME
pereentum	18	percentum	SONNET_FIX	FIX	GARBAGE
perior	18	prior	AUTO_SAFE	FIX	FIX
polltax	18	poll-tax	SONNET_FIX	FIX	FIX
precrisis	18		KEEP	KEEP	FIX
proamended	18		GARBAGE_FLAG	GARBAGE	GARBAGE
proteet	18	protect	AUTO_SAFE	FIX	FIX
pubue	18	public	SONNET_FIX	FIX	GARBAGE
remova	18	removal	AUTO_SAFE	FIX	FIX
rerefined	18	re-refined	SONNET_FIX	FIX	FIX
retat	18		GARBAGE_FLAG	GARBAGE	GARBAGE
rnake	18	make	SONNET_FIX	FIX	FIX
rolis	18	rolls	AUTO_SAFE	FIX	FIX
saucelito	18	Sausalito	SONNET_NAME	NAME	NAME
settlors	18		KEEP	KEEP	FIX
specul	18		KEEP	FIX	GARBAGE
subbasins	18		KEEP	KEEP	FIX
suboffices	18		KEEP	KEEP	FIX
supphed	18	supplied	SONNET_FIX	FIX	FIX
termot	18	termor	SONNET_FIX	FIX	GARBAGE
threeeighths	18	three-eighths	SONNET_FIX	FIX	FIX
twoyear	18	two-year	SONNET_FIX	FIX	KEEP
undenatured	18		KEEP	FIX	FIX
usive	18	inclusive	SONNET_FIX	FIX	GARBAGE
viee	18	vice	AUTO_SAFE	FIX	FIX
weitchpec	18	Weitchpec	SONNET_NAME	NAME	NAME
wueenreas	18		GARBAGE_FLAG	GARBAGE	GARBAGE
yold	18	hold	SONNET_FIX	FIX	FIX
amaavit	17		GARBAGE_FLAG	GARBAGE	GARBAGE
andriano	17	Andriano	SONNET_NAME	NAME	NAME
approverl	17	approval	SONNET_FIX	FIX	FIX
aqt	17	act	AUTO_SAFE	FIX	FIX
atory	17	mandatory	SONNET_FIX	FIX	NAME
busdrivers	17	bus drivers	SONNET_FIX	FIX	KEEP
byxbee	17	Byxbee	SONNET_NAME	NAME	NAME
calleguas	17	Calleguas	SONNET_NAME	NAME	NAME
ccccceee	17		GARBAGE_FLAG	GARBAGE	GARBAGE
cciv	17		KEEP	KEEP	KEEP
clocted	17	elected	SONNET_FIX	FIX	FIX
clxxi	17		KEEP	KEEP	KEEP
clxxvi	17		KEEP	KEEP	KEEP
constrnet	17	construct	SONNET_FIX	FIX	FIX
cxcix	17		KEEP	KEEP	NAME
cxlv	17		KEEP	KEEP	KEEP
cxxi	17		KEEP	KEEP	KEEP
cxxiv	17		KEEP	KEEP	KEEP
damsites	17	dam sites	SONNET_FIX	FIX	GARBAGE
declarec	17	declared	AUTO_SAFE	FIX	FIX
dential	17	credential	SONNET_FIX	FIX	FIX
deterinine	17	determine	AUTO_SAFE	FIX	FIX
dimethoxy-alpha-methylphenethylamine	17		KEEP	KEEP	GARBAGE
eceeeeeee	17		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeeeeeeeeeeeeeeee	17		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeneeeeees	17		GARBAGE_FLAG	GARBAGE	GARBAGE
entihes	17	entities	SONNET_FIX	FIX	FIX
erwise	17	otherwise	SONNET_FIX	FIX	FIX
etion	17	section	SONNET_FIX	FIX	GARBAGE
euthanasic	17	euthanasia	AUTO_SAFE	FIX	FIX
euts	17	cuts	AUTO_SAFE	FIX	FIX
evurt	17	court	SONNET_FIX	FIX	GARBAGE
exeepted	17	excepted	SONNET_FIX	FIX	FIX
fenee	17	fence	AUTO_SAFE	FIX	FIX
fiith	17	fifth	AUTO_SAFE	FIX	FIX
glutethimide	17		KEEP	KEEP	NAME
guapys	17		GARBAGE_FLAG	GARBAGE	FIX
indebtednesses	17	indebtedness	SONNET_FIX	FIX	FIX
inelu	17	include	SONNET_FIX	FIX	GARBAGE
istrative	17	administrative	SONNET_FIX	FIX	GARBAGE
jected	17	ejected	AUTO_SAFE	FIX	FIX
komandorski	17	Komandorski	SONNET_NAME	NAME	NAME
laveaga	17	Laveaga	SONNET_NAME	NAME	NAME
lavor	17	labor	AUTO_SAFE	FIX	FIX
levoalphacetylmethadol	17		KEEP	KEEP	GARBAGE
levomethorphan	17		KEEP	KEEP	NAME
lienors	17		KEEP	KEEP	FIX
lxxxvi	17		KEEP	KEEP	KEEP
meumbent	17	incumbent	SONNET_FIX	FIX	GARBAGE
mutualized	17		KEEP	KEEP	FIX
nanees	17	nances	SONNET_FIX	FIX	GARBAGE
necting	17	connecting	SONNET_FIX	FIX	FIX
noder	17		GARBAGE_FLAG	GARBAGE	GARBAGE
noncompacting	17		KEEP	KEEP	FIX
nonenterprise	17		KEEP	KEEP	FIX
nonhousing	17		KEEP	KEEP	GARBAGE
nonprinted	17		KEEP	KEEP	FIX
nonrecyclable	17		KEEP	KEEP	KEEP
nonsafety	17		KEEP	KEEP	GARBAGE
nupa	17	Nupa	SONNET_NAME	NAME	GARBAGE
onetwentieth	17	one-twentieth	SONNET_FIX	FIX	KEEP
orthoptics	17		KEEP	KEEP	FIX
pentemper	17		GARBAGE_FLAG	GARBAGE	GARBAGE
perey	17	Perey	SONNET_NAME	NAME	NAME
plovees	17	employees	SONNET_FIX	FIX	GARBAGE
prolongated	17	prolonged	SONNET_FIX	FIX	FIX
prousions	17	provisions	SONNET_FIX	FIX	GARBAGE
reasonab	17	reasonable	AUTO_SAFE	FIX	FIX
register-pajaronian	17	Register-Pajaronian	SONNET_NAME	NAME	GARBAGE
resolut	17	resolution	SONNET_FIX	FIX	FIX
rnember	17	member	AUTO_SAFE	FIX	FIX
rorth	17	forth	SONNET_FIX	FIX	FIX
schomp	17	Schomp	SONNET_NAME	NAME	FIX
servec	17	served	AUTO_SAFE	FIX	FIX
shaii	17	shall	SONNET_FIX	FIX	NAME
siaie	17	state	AUTO_SAFE	FIX	FIX
sibility	17	liability	AUTO_SAFE	FIX	FIX
siens	17	liens	AUTO_SAFE	FIX	FIX
sieroty	17		GARBAGE_FLAG	GARBAGE	GARBAGE
srcrton	17		GARBAGE_FLAG	GARBAGE	NAME
structing	17	constructing	SONNET_FIX	FIX	GARBAGE
sulfomethane	17		KEEP	KEEP	FIX
surveyor-gencral	17	surveyor-general	SONNET_FIX	FIX	FIX
tablished	17	established	AUTO_SAFE	FIX	FIX
tenpoint	17		GARBAGE_FLAG	GARBAGE	GARBAGE
tetrahydrocannabinols	17		KEEP	FIX	FIX
three-cighths	17	three-eighths	SONNET_FIX	FIX	GARBAGE
tocal	17	local	AUTO_SAFE	FIX	FIX
toint	17	joint	AUTO_SAFE	FIX	FIX
ttee	17	committee	SONNET_FIX	FIX	KEEP
twenty-sizth	17	twenty-sixth	AUTO_SAFE	FIX	FIX
unincor	17	unincorporated	SONNET_FIX	FIX	FIX
valled	17	called	AUTO_SAFE	FIX	FIX
veur	17		GARBAGE_FLAG	GARBAGE	GARBAGE
vlock	17	block	AUTO_SAFE	FIX	FIX
weisbaum	17	Weisbaum	SONNET_NAME	NAME	NAME
whule	17	while	AUTO_SAFE	FIX	FIX
xcvii	17		KEEP	KEEP	KEEP
acjachemen	16	Acjachemen	SONNET_NAME	NAME	NAME
acquirec	16	acquired	AUTO_SAFE	FIX	FIX
adcled	16	added	SONNET_FIX	FIX	GARBAGE
aduit	16	adult	AUTO_SAFE	FIX	FIX
aesdp	16		GARBAGE_FLAG	GARBAGE	FIX
aiong	16	along	AUTO_SAFE	FIX	FIX
alosta	16	Alosta	SONNET_NAME	NAME	NAME
appropriapriated	16	appropriated	SONNET_FIX	FIX	GARBAGE
aquaculturists	16		KEEP	FIX	FIX
avain	16	again	AUTO_SAFE	FIX	FIX
beerstecher	16	Beerstecher	SONNET_NAME	NAME	GARBAGE
biam	16	bias	AUTO_SAFE	FIX	FIX
buper	16	super	AUTO_SAFE	FIX	FIX
carmenita	16	Carmenita	SONNET_NAME	NAME	NAME
cccx	16		KEEP	KEEP	KEEP
ceceeeee	16		GARBAGE_FLAG	GARBAGE	GARBAGE
ceeeeeeeeeeee	16		GARBAGE_FLAG	GARBAGE	GARBAGE
centuin	16	certain	AUTO_SAFE	FIX	FIX
chloralhydrate	16	chloral hydrate	SONNET_FIX	FIX	NAME
ciates	16	associates	SONNET_FIX	FIX	FIX
clawings	16		KEEP	KEEP	FIX
clitus	16		GARBAGE_FLAG	GARBAGE	FIX
cnable	16	enable	SONNET_FIX	FIX	FIX
comptche	16	Comptche	SONNET_NAME	NAME	NAME
constita	16	constitution	SONNET_FIX	FIX	GARBAGE
continuea	16	continued	SONNET_FIX	FIX	FIX
conunission	16	commission	AUTO_SAFE	FIX	FIX
coolieism	16		KEEP	KEEP	FIX
createc	16	created	AUTO_SAFE	FIX	FIX
cted	16	enacted	SONNET_FIX	FIX	FIX
culiforma	16	California	SONNET_NAME	NAME	FIX
cxci	16		KEEP	KEEP	KEEP
cxciv	16		KEEP	KEEP	KEEP
cxiii	16		KEEP	KEEP	KEEP
cxv	16		KEEP	KEEP	KEEP
cxxxi	16		KEEP	KEEP	KEEP
determma	16	determine	SONNET_FIX	FIX	GARBAGE
ealls	16	calls	SONNET_FIX	FIX	FIX
eates	16	rates	AUTO_SAFE	FIX	FIX
eccee	16		GARBAGE_FLAG	GARBAGE	FIX
eeneeeeeee	16		GARBAGE_FLAG	GARBAGE	GARBAGE
eeneeeeeeereeers	16		GARBAGE_FLAG	GARBAGE	GARBAGE
eenenee	16		GARBAGE_FLAG	GARBAGE	GARBAGE
eightysix	16	eighty-six	SONNET_FIX	FIX	FIX
eneh	16		GARBAGE_FLAG	GARBAGE	KEEP
engagec	16	engaged	AUTO_SAFE	FIX	FIX
extraordi	16	extraordinary	SONNET_FIX	FIX	GARBAGE
fihng	16	filing	AUTO_SAFE	FIX	FIX
forty-fifti	16	forty-fifth	SONNET_FIX	FIX	GARBAGE
fuing	16	suing	AUTO_SAFE	FIX	FIX
garrapata	16	Garrapata	SONNET_NAME	NAME	GARBAGE
guajome	16	Guajome	SONNET_NAME	NAME	NAME
henholder	16	lienholder	SONNET_FIX	FIX	FIX
hmuted	16	limited	SONNET_FIX	FIX	FIX
iail	16	jail	AUTO_SAFE	FIX	FIX
ishable	16	publishable	SONNET_FIX	FIX	FIX
juaneno	16	Juaneno	SONNET_NAME	NAME	NAME
ketobemidone	16		KEEP	KEEP	GARBAGE
levopropoxyphene	16		KEEP	KEEP	GARBAGE
luid	16	fluid	AUTO_SAFE	FIX	FIX
lxxxii	16		KEEP	KEEP	KEEP
mdso	16		GARBAGE_FLAG	GARBAGE	FIX
mellifica	16		KEEP	KEEP	NAME
moramide-intermediate	16		KEEP	KEEP	GARBAGE
munie	16	muni	SONNET_FIX	FIX	GARBAGE
nincty-four	16	ninety-four	AUTO_SAFE	FIX	FIX
nincty-nine	16	ninety-nine	AUTO_SAFE	FIX	FIX
noncancelable	16		KEEP	KEEP	GARBAGE
nonendowment	16		KEEP	KEEP	GARBAGE
nontransit	16		KEEP	KEEP	GARBAGE
olazar	16	Olazar	SONNET_NAME	NAME	FIX
oné	16	one	AUTO_SAFE	FIX	FIX
outstationing	16		KEEP	KEEP	GARBAGE
poace	16	place	AUTO_SAFE	FIX	FIX
preaudit	16		KEEP	KEEP	GARBAGE
proraters	16		KEEP	KEEP	FIX
pubite	16	public	SONNET_FIX	FIX	FIX
raade	16	made	SONNET_FIX	FIX	FIX
reation	16	creation	AUTO_SAFE	FIX	FIX
reeeee	16		GARBAGE_FLAG	GARBAGE	GARBAGE
regwar	16		GARBAGE_FLAG	GARBAGE	GARBAGE
rently	16	currently	SONNET_FIX	FIX	FIX
rodmen	16		KEEP	FIX	NAME
sacramentosan	16		GARBAGE_FLAG	GARBAGE	NAME
semicossyphus	16		KEEP	KEEP	GARBAGE
shellstock	16		KEEP	KEEP	GARBAGE
simnia	16	Simnia	SONNET_NAME	NAME	NAME
subgovernment	16		KEEP	KEEP	GARBAGE
subpartnership	16		KEEP	KEEP	GARBAGE
suly	16	july	AUTO_SAFE	FIX	FIX
supplementa	16	supplemental	AUTO_SAFE	FIX	FIX
sxco	16	such	AUTO_SAFE	FIX	FIX
sxerion	16	exertion	AUTO_SAFE	FIX	FIX
thenre	16	thence	SONNET_FIX	FIX	FIX
thorcon	16		GARBAGE_FLAG	GARBAGE	GARBAGE
throo	16	through	SONNET_FIX	FIX	FIX
tinuously	16	continuously	AUTO_SAFE	FIX	FIX
tuolumine	16	Tuolumne	SONNET_NAME	NAME	NAME
turers	16	manufacturers	SONNET_FIX	FIX	FIX
twenty-siath	16	twenty-sixth	AUTO_SAFE	FIX	FIX
tweuty-five	16	twenty-five	AUTO_SAFE	FIX	FIX
uccessary	16	necessary	SONNET_FIX	FIX	FIX
unap	16		GARBAGE_FLAG	GARBAGE	FIX
vahdation	16	validation	SONNET_FIX	FIX	FIX
vellow	16	yellow	AUTO_SAFE	FIX	FIX
viduals	16	individuals	AUTO_SAFE	FIX	FIX
wauenreas	16		GARBAGE_FLAG	GARBAGE	GARBAGE
weybret	16	Weybret	SONNET_NAME	NAME	GARBAGE
xijia	16		GARBAGE_FLAG	GARBAGE	NAME
xitib	16		GARBAGE_FLAG	GARBAGE	NAME
zations	16	organizations	SONNET_FIX	FIX	FIX
aaca	15		GARBAGE_FLAG	GARBAGE	GARBAGE
amendme	15	amendment	SONNET_FIX	FIX	FIX
annlied	15	applied	AUTO_SAFE	FIX	FIX
anrum	15	antrum	SONNET_FIX	FIX	GARBAGE
apie	15	apiece	SONNET_FIX	FIX	FIX
appheaton	15	Appleton	SONNET_NAME	NAME	NAME
appropia	15	appropriation	SONNET_FIX	FIX	GARBAGE
approprialars	15	appropriators	AUTO_SAFE	FIX	FIX
artment	15	department	SONNET_FIX	FIX	FIX
assessme	15	assessment	AUTO_SAFE	FIX	FIX
bercby	15	hereby	SONNET_FIX	FIX	NAME
bined	15	combined	SONNET_FIX	FIX	FIX
bzc	15		GARBAGE_FLAG	GARBAGE	GARBAGE
calstars-related	15	CalSTARS-related	SONNET_NAME	NAME	GARBAGE
cceeeeeeeeeee	15		GARBAGE_FLAG	GARBAGE	GARBAGE
cclix	15		KEEP	KEEP	NAME
ccxlix	15		KEEP	KEEP	NAME
ccxxii	15		KEEP	KEEP	KEEP
ceeeeeeeeeeeee	15		GARBAGE_FLAG	GARBAGE	GARBAGE
ceeeeeees	15		GARBAGE_FLAG	GARBAGE	GARBAGE
charicr	15	charter	SONNET_FIX	FIX	FIX
chloroephedrine	15		KEEP	KEEP	GARBAGE
chloropseudoephedrine	15		KEEP	KEEP	GARBAGE
cifically	15	specifically	SONNET_FIX	FIX	GARBAGE
clvii	15		KEEP	KEEP	FIX
clviii	15		KEEP	KEEP	GARBAGE
clxviii	15		KEEP	KEEP	GARBAGE
clxxix	15		KEEP	KEEP	KEEP
clxxv	15		KEEP	KEEP	KEEP
clxxxiv	15		KEEP	KEEP	KEEP
commanderin-chief	15	commander-in-chief	SONNET_FIX	FIX	KEEP
commenemg	15	commencing	SONNET_FIX	FIX	GARBAGE
compensashall	15		GARBAGE_FLAG	GARBAGE	GARBAGE
crade	15	grade	AUTO_SAFE	FIX	FIX
crossarms	15		KEEP	KEEP	KEEP
cxxxii	15		KEEP	KEEP	KEEP
cyual	15	equal	AUTO_SAFE	FIX	FIX
czuleger	15	Czuleger	SONNET_NAME	NAME	GARBAGE
davis-dolwig	15	Davis-Dolwig	SONNET_NAME	NAME	NAME
destruc	15	destruct	SONNET_FIX	FIX	KEEP
diphenylpropane-carboxylic	15		KEEP	KEEP	GARBAGE
